timestamp_us,state
737143573,0
737143651,1
737143740,0
737143790,1
737143837,0
737143882,1
737143974,0
737144054,1
737144147,0
737144233,1
737144305,0
737144398,1
737144491,0
737144585,1
737144658,0
737144749,1
737144802,0
737144851,1
737144934,0
737145020,1
737145132,0
737145200,1
737145294,0
737145389,1
737145459,0
737145548,1
737145647,0
737145725,1
737145778,0
737145825,1
737145872,0
737145955,1
737146043,0
737146135,1
737146206,0
737146307,1
737146401,0
737146496,1
737146550,0
737146627,1
737146682,0
737146751,1
737146798,0
737146848,1
737146927,0
737146982,1
737147057,0
737147152,1
737147230,0
737147333,1
737147427,0
737147497,1
737147576,0
737147643,1
737147730,0
737147776,1
737147828,0
737147881,1
737147985,0
737148063,1
737148134,0
737148202,1
737148288,0
737148373,1
737148445,0
737148513,1
737148566,0
737148660,1
737148730,0
737148776,1
737148829,0
737148882,1
737148984,0
737149049,1
737149135,0
737149201,1
737149296,0
737149382,1
737149461,0
737149555,1
737149641,0
737149703,1
737149772,0
737149818,1
737149870,0
737149966,1
737150037,0
737150128,1
737150223,0
737150317,1
737150411,0
737150492,1
737150584,0
737150678,1
737150748,0
737150802,1
737150854,0
737150940,1
737151019,0
737151096,1
737151182,0
737151271,1
737151370,0
737151473,1
737151546,0
737151637,1
737151707,0
737151760,1
737151808,0
737151858,1
737151945,0
737152017,1
737152100,0
737152163,1
737152273,0
737152345,1
737152437,0
737152533,1
737152625,0
737152695,1
737152748,0
737152795,1
737152840,0
737152900,1
737152970,0
737153081,1
737153153,0
737153244,1
737153340,0
737153433,1
737153486,0
737153581,1
737153675,0
737153746,1
737153798,0
737153851,1
737153929,0
737154007,1
737154101,0
737154189,1
737154258,0
737154351,1
737154429,0
737154518,1
737154594,0
737154712,1
737154766,0
737154813,1
737154864,0
737154944,1
737155036,0
737155131,1
737155226,0
737155319,1
737155389,0
737155483,1
737155572,0
737155682,1
737155753,0
737155803,1
737155850,0
737155934,1
737156013,0
737156090,1
737156184,0
737156278,1
737156356,0
737156443,1
737156532,0
737156632,1
737156709,0
737156762,1
737156810,0
737156861,1
737156947,0
737157042,1
737157113,0
737157200,1
737157291,0
737157377,1
737157455,0
737157516,1
737157603,0
737157697,1
737157767,0
737157815,1
737157865,0
737157951,1
737158048,0
737158126,1
737158211,0
737158297,1
737158369,0
737158445,1
737158521,0
737158616,1
737158709,0
737158782,1
737158832,0
737158879,1
737158980,0
737159060,1
737159169,0
737159232,1
737159325,0
737159413,1
737159505,0
737159591,1
737159664,0
737159731,1
737159784,0
737159832,1
737159882,0
737159985,1
737160065,0
737160175,1
737160243,0
737160329,1
737160393,0
737160438,1
737160530,0
737160601,1
737160694,0
737160764,1
737160812,0
737160862,1
737160948,0
737161026,1
737161104,0
737161210,1
737161311,0
737161388,1
737161473,0
737161568,1
737161663,0
737161731,1
737161786,0
737161833,1
737161883,0
737161986,1
737162058,0
737162149,1
737162245,0
737162348,1
737162443,0
737162518,1
737162608,0
737162691,1
737162761,0
737162808,1
737162853,0
737162937,1
737163010,0
737163084,1
737163154,0
737163224,1
737163302,0
737163398,1
737163475,0
737163543,1
737163631,0
737163717,1
737163769,0
737163822,1
737163869,0
737163956,1
737164035,0
737164110,1
737164204,0
737164298,1
737164376,0
737164487,1
737164581,0
737164659,1
737164748,0
737164806,1
737164854,0
737164938,1
737165007,0
737165101,1
737165196,0
737165290,1
737165386,0
737165480,1
737165581,0
737165677,1
737165748,0
737165800,1
737165852,0
737165930,1
737166008,0
737166119,1
737166196,0
737166291,1
737166385,0
737166473,1
737166550,0
737166662,1
737166730,0
737166785,1
737166836,0
737166897,1
737166993,0
737167070,1
737167180,0
737167250,1
737167344,0
737167399,1
737167492,0
737167570,1
737167657,0
737167750,1
737167812,0
737167858,1
737167943,0
737168021,1
737168090,0
737168185,1
737168262,0
737168332,1
737168422,0
737168513,1
737168608,0
737168669,1
737168747,0
737168803,1
737168853,0
737168910,1
737168984,0
737169079,1
737169157,0
737169259,1
737169324,0
737169415,1
737169509,0
737169582,1
737169674,0
737169760,1
737169814,0
737169860,1
737169943,0
737170016,1
737170091,0
737170139,1
737170185,0
737170260,1
737170337,0
737170432,1
737170512,0
737170573,1
737170659,0
737170759,1
737170815,0
737170867,1
737170952,0
737171047,1
737171136,0
737171211,1
737171296,0
737171384,1
737171461,0
737171555,1
737171650,0
737171760,1
737171815,0
737171867,1
737171953,0
737172047,1
737172142,0
737172219,1
737172306,0
737172395,1
737172486,0
737172580,1
737172658,0
737172747,1
737172807,0
737172859,1
737172945,0
737173023,1
737173112,0
737173203,1
737173282,0
737173368,1
737173462,0
737173556,1
737173634,0
737173703,1
737173757,0
737173810,1
737173856,0
737173949,1
737174027,0
737174105,1
737174194,0
737174286,1
737174340,0
737174433,1
737174520,0
737174589,1
737174683,0
737174753,1
737174801,0
737174851,1
737174937,0
737175026,1
737175093,0
737175187,1
737175258,0
737175335,1
737175413,0
737175491,1
737175585,0
737175673,1
737175749,0
737175797,1
737175843,0
737175902,1
737176007,0
737176098,1
737176192,0
737176286,1
737176376,0
737176451,1
737176528,0
737176642,1
737176710,0
737176764,1
737176815,0
737176862,1
737176941,0
737177024,1
737177102,0
737177207,1
737177283,0
737177377,1
737177471,0
737177566,1
737177652,0
737177714,1
737177767,0
737177814,1
737177865,0
737177951,1
737178032,0
737178123,1
737178187,0
737178273,1
737178365,0
737178460,1
737178562,0
737178640,1
737178726,0
737178774,1
737178824,0
737178870,1
737178956,0
737179066,1
737179144,0
737179230,1
737179319,0
737179419,1
737179505,0
737179567,1
737179671,0
737179738,1
737179792,0
737179845,1
737179902,0
737179994,1
737180065,0
737180165,1
737180259,0
737180362,1
737180440,0
737180510,1
737180604,0
737180698,1
737180770,0
737180821,1
737180868,0
737180945,1
737181022,0
737181118,1
737181219,0
737181298,1
737181391,0
737181461,1
737181555,0
737181633,1
737181722,0
737181781,1
737181834,0
737181895,1
737181965,0
737182059,1
737182137,0
737182240,1
737182353,0
737182421,1
737182467,0
737182560,1
737182637,0
737182723,1
737182771,0
737182817,1
737182862,0
737182945,1
737183023,0
737183093,1
737183182,0
737183289,1
737183383,0
737183456,1
737183525,0
737183617,1
737183712,0
737183765,1
737183818,0
737183871,1
737183950,0
737184021,1
737184097,0
737184184,1
737184281,0
737184375,1
737184474,0
737184568,1
737184663,0
737184732,1
737184780,0
737184826,1
737184876,0
737184954,1
737185040,0
737185134,1
737185207,0
737185306,1
737185409,0
737185503,1
737185598,0
737185678,1
737185739,0
737185790,1
737185837,0
737185883,1
737185960,0
737186053,1
737186147,0
737186241,1
737186319,0
737186405,1
737186503,0
737186577,1
737186667,0
737186741,1
737186788,0
737186834,1
737186885,0
737186964,1
737187049,0
737187114,1
737187213,0
737187283,1
737187371,0
737187442,1
737187544,0
737187619,1
737187706,0
737187752,1
737187798,0
737187848,1
737187935,0
737187991,1
737188084,0
737188178,1
737188230,0
737188308,1
737188403,0
737188498,1
737188590,0
737188688,1
737188756,0
737188808,1
737188854,0
737188939,1
737189011,0
737189104,1
737189175,0
737189275,1
737189369,0
737189439,1
737189517,0
737189620,1
737189698,0
737189751,1
737189799,0
737189849,1
737189936,0
737189997,1
737190085,0
