timestamp_us,state
519612454,0
519612549,1
519612651,0
519612747,1
519612840,0
519612910,1
519612955,0
519613001,1
519613047,0
519613131,1
519613203,0
519613278,1
519613367,0
519613461,1
519613554,0
519613658,1
519613745,0
519613831,1
519613898,0
519613944,1
519613991,0
519614041,1
519614127,0
519614213,1
519614277,0
519614369,1
519614463,0
519614536,1
519614635,0
519614730,1
519614783,0
519614877,1
519614947,0
519614995,1
519615045,0
519615131,1
519615234,0
519615330,1
519615423,0
519615509,1
519615579,0
519615689,1
519615762,0
519615853,1
519615942,0
519615993,1
519616041,0
519616124,1
519616213,0
519616282,1
519616374,0
519616444,1
519616496,0
519616558,1
519616628,0
519616714,1
519616816,0
519616904,1
519616956,0
519617009,1
519617063,0
519617141,1
519617235,0
519617330,1
519617427,0
519617510,1
519617588,0
519617665,1
519617754,0
519617846,1
519617940,0
519617994,1
519618047,0
519618132,1
519618211,0
519618289,1
519618386,0
519618477,1
519618575,0
519618649,1
519618739,0
519618838,1
519618916,0
519618969,1
519619016,0
519619062,1
519619140,0
519619226,1
519619326,0
519619420,1
519619517,0
519619592,1
519619679,0
519619773,1
519619845,0
519619912,1
519619958,0
519620004,1
519620051,0
519620133,1
519620196,0
519620265,1
519620360,0
519620456,1
519620531,0
519620619,1
519620695,0
519620783,1
519620859,0
519620929,1
519620976,0
